,SiteName,SiteId,County,TWD67Lon,TWD67Lat
271,大里,C0F9N0,臺中市,120.6922,24.0944
272,德基,C1F9W0,臺中市,121.182,24.2567
273,伸港,C0G890,彰化縣,120.4762,24.1505
274,芳苑,C0G870,彰化縣,120.3119,23.924
275,二水,C0G880,彰化縣,120.609,23.8128
276,社頭,C0G860,彰化縣,120.5781,23.8994
277,田中,C0G850,彰化縣,120.5804,23.8587
278,北斗,C0G840,彰化縣,120.5065,23.8792
279,埤頭,C0G830,彰化縣,120.4447,23.8678
280,田尾,C0G820,彰化縣,120.5014,23.9034
281,埔心,C0G810,彰化縣,120.5176,23.9487
282,埔鹽,C0G800,彰化縣,120.4236,24.0022
283,花壇,C0G790,彰化縣,120.5441,24.0178
284,秀水,C0G780,彰化縣,120.4957,24.0359
285,福興,C0G770,彰化縣,120.4295,24.043
286,西湖,C0E810,苗栗縣,120.7403,24.5644
287,銅鑼,C0E780,苗栗縣,120.7826,24.4915
288,苗栗,C0E750,苗栗縣,120.8164,24.5667
289,造橋,C0E740,苗栗縣,120.8566,24.6388
290,苑裡,C0E830,苗栗縣,120.6449,24.4415
291,公館,C1E770,苗栗縣,120.8226,24.5286
292,卓蘭,C0E790,苗栗縣,120.8162,24.3148
293,飛鳳山,C1D630,新竹縣,121.1107,24.7683
294,獅潭,C0E820,苗栗縣,120.912,24.541
295,仙跡,A1AG70,臺北市,121.535,24.9911
296,劍潭,A1AG50,臺北市,121.5202,25.0849
297,稻香,A1AG30,臺北市,121.4757,25.1498
298,大湖,A1AG20,臺北市,121.5959,25.0982
299,金面,A1AG80,臺北市,121.5617,25.0967
300,福州,A1AG60,臺北市,121.5461,25.0187
301,四獸,A1AG40,臺北市,121.5747,25.0311
302,東澳嶺,C1U840,宜蘭縣,121.8406,24.5393
303,觀音海岸,C1U850,宜蘭縣,121.7703,24.3851
304,烏石鼻,C1U830,宜蘭縣,121.8317,24.4847
305,五結,C0U780,宜蘭縣,121.7902,24.6887
306,旗津,C0V500,高雄市,120.2779,22.5904
307,新興,C0V490,高雄市,120.2906,22.6291
308,鶯歌,C0AD50,新北市,121.3373,24.953
309,土城,C0AD40,新北市,121.4369,24.9749
310,蘆洲,C0AD30,新北市,121.4641,25.0885
311,八里,C0AD10,新北市,121.3953,25.1523
312,三芝,C0AD00,新北市,121.4934,25.2596
313,下田埔,88D610,新竹縣,121.2649,24.6379
314,蘇樂,88C690,桃園市,121.3486,24.7024
315,東港,C0R430,屏東縣,120.4333,22.4667
316,頭份,C0E730,苗栗縣,120.9042,24.69
317,寶山,C0D580,新竹縣,121.0168,24.7367
318,龜山,C0C680,桃園市,121.3783,25.0302
319,大溪,C0C630,桃園市,121.2569,24.8847
320,平鎮,C0C650,桃園市,121.2064,24.8994
321,香山,C0D570,新竹市,120.8973,24.7487
322,貓空,A1AD60,臺北市,121.5871,24.9707
323,指南,A1AC40,臺北市,121.5721,24.9833
324,挹翠,A1AC70,臺北市,121.5662,25.0189
325,油坑,A1AD40,臺北市,121.5406,25.1821
326,竹湖,A1AD20,臺北市,121.5201,25.1701
327,劍南,A1AD50,臺北市,121.5431,25.0917
328,貴子,A1AD80,臺北市,121.4816,25.1577
329,擎天,A1AD10,臺北市,121.5598,25.1651
330,菁山,A1AD00,臺北市,121.5578,25.1458
331,明德,A1AC80,臺北市,121.5575,25.1155
332,溪山,A1AC90,臺北市,121.5807,25.1387
333,安泰,A1AD30,臺北市,121.6049,25.0894
334,九如,A1AC60,臺北市,121.6034,25.0343
335,茶場,A1AD70,臺北市,121.6551,25.0302
336,舊莊,A1AC50,臺北市,121.6165,25.0358
337,蘆竹,C0C620,桃園市,121.2575,25.0861
338,竹東,C0D560,新竹縣,121.0499,24.7693
339,雪霸,C0D550,新竹縣,121.1079,24.5287
340,龍潭,C0C670,桃園市,121.2132,24.8718
341,橫山,C0D540,新竹縣,121.1087,24.7129
342,復興,C0C460,桃園市,121.3441,24.822
343,中坑,C0F0C0,臺中市,120.8952,24.2503
344,觀音,C0C590,桃園市,121.1451,25.0289
345,東引,C0W170,連江縣,120.4753,26.3605
346,蕃薯寮,C0Z270,花蓮縣,121.532,23.7402
347,豐裡,C0Z260,花蓮縣,121.4995,23.8439
348,新豐,C0D590,新竹縣,120.969,24.8724
349,萬榮,C0Z200,花蓮縣,121.412,23.711
350,福山,C0A560,新北市,121.4946,24.7783
351,覽勝橋,01AD90,新北市,121.5432,24.8641
352,富世,C0Z190,花蓮縣,121.6215,24.1492
353,新城,C0Z180,花蓮縣,121.5964,24.0413
354,佳樂水,C0R370,屏東縣,120.8367,21.9942
355,卓溪,C0Z170,花蓮縣,121.2952,23.346
356,鳳林,C0Z160,花蓮縣,121.4453,23.7479
357,吉安光華,C0Z150,花蓮縣,121.587,23.9327
358,紅石,C0S760,臺東縣,121.12,23.0714
359,銅門,C1Z130,花蓮縣,121.4847,23.9675
360,牛鬥,C1U501,宜蘭縣,121.5653,24.6394
361,壽豐,C1Z120,花蓮縣,121.4999,23.8727
362,三棧,C1Z110,花蓮縣,121.5968,24.1174
363,烏坵,C0W160,金門縣,119.4413,24.9961
364,翡翠,L1A790,新北市,121.5719,24.9089
365,金寧,C0W150,金門縣,118.3208,24.4593
366,金沙,C0W140,金門縣,118.4006,24.4899
367,金峰鄉公,81S920,臺東縣,120.9529,22.6004
368,十三股,L1A820,新北市,121.6414,24.9458
369,東里國中,81T910,花蓮縣,121.295,23.2651
370,卓溪國小,81T900,花蓮縣,121.2952,23.3476
371,九芎根,L1A810,新北市,121.6417,24.9042
372,瑞北國小,81T890,花蓮縣,121.368,23.5274
373,石梯坪,81T880,花蓮縣,121.5033,23.4849
374,坪林,L1A830,新北市,121.7056,24.9386
375,東興部落,81T870,花蓮縣,121.5228,23.637
376,山興分校,81T860,花蓮縣,121.4894,23.7296
377,碧湖,L1A800,新北市,121.7375,24.8944
378,溪口國小,81T850,花蓮縣,121.4652,23.8215
379,永樂國小,81U910,宜蘭縣,121.836,24.5777
380,大溪國小,81U900,宜蘭縣,121.8788,24.9374
381,太平,L1A840,新北市,121.82,24.9736
382,大里國小,81U890,宜蘭縣,121.9179,24.9721
383,內獅國小,81R660,屏東縣,120.6367,22.3068
384,那瑪夏國,81V830,高雄市,120.6886,23.2422
385,西丘斯山,21D350,新竹縣,121.35,24.5833
386,沄水國小,81M690,嘉義縣,120.5225,23.3832
387,鎮西堡,21D170,新竹縣,121.3,24.5667
388,太和村,81M680,嘉義縣,120.7008,23.5373
389,車籠埔,81H980,南投縣,120.7027,23.7954
390,嘎拉賀,21C090,桃園市,121.4,24.6333
391,永興國小,81H970,南投縣,120.8556,23.7866
392,北港國小,81H960,南投縣,120.9032,24.0584
393,池端,21U110,宜蘭縣,121.4667,24.6333
394,福龜國小,81H950,南投縣,120.8143,24.0133
395,巴陵,21C070,桃園市,121.3833,24.6833
396,人和國小,81H940,南投縣,120.8886,23.7807
397,玉峰,21D150,新竹縣,121.3,24.6667
398,高義,21C080,桃園市,121.35,24.7167
399,霞雲,21C140,桃園市,121.35,24.8
400,玉峰國小,81H930,南投縣,120.8295,23.8074
401,德化國小,81H920,南投縣,120.9272,23.8505
402,富貴角,01A350,新北市,121.5364,25.29
403,平林國小,81H910,南投縣,120.7544,23.9945
404,大觀發電,81H900,南投縣,120.8614,23.8563
405,達觀國小,81F910,臺中市,120.9121,24.3354
406,三貂嶺,01AF90,新北市,121.8206,25.0592
407,峰谷國小,81F900,臺中市,120.7163,24.037
408,坪廓分校,81F890,臺中市,120.7485,24.1584
409,社后橋,01AG00,新北市,121.6336,25.063
410,中坑國小,81F880,臺中市,120.8718,24.2382
411,慈惠堂,81E720,苗栗縣,120.7821,24.4493
412,熊空山,01AG10,新北市,121.4517,24.8753
413,開礦國小,81E710,苗栗縣,120.8557,24.4634
414,花園派出,81D660,新竹縣,121.1429,24.6479
415,內灣國小,81D650,新竹縣,121.175,24.7072
416,火燒寮,01A200,新北市,121.7414,24.9828
417,錦屏國小,81D640,新竹縣,121.2386,24.6822
418,瑞芳,01A380,新北市,121.7956,25.1128
419,尖石國小,81D630,新竹縣,121.2183,24.7305
420,錦山派出,81D620,新竹縣,121.2232,24.7738
421,高坡國小,81C710,桃園市,121.3434,24.7698
422,三峽,01A220,新北市,121.3478,24.9403
423,大艽芎古,81C700,桃園市,121.2804,24.8268
424,有木國小,81AI20,新北市,121.4293,24.8554
425,建安國小,81AI10,新北市,121.4384,24.9275
426,石碇,01A130,新北市,121.6494,24.9936
427,五寮國小,81AI00,新北市,121.3518,24.8607
428,信賢派出,81AH90,新北市,121.5179,24.8401
429,五城加油,81AH80,新北市,121.4628,24.9417
430,碧湖,01A190,新北市,121.7372,24.8928
431,柑林國小,81AH70,新北市,121.7962,25.0177
432,竹子湖,01A420,臺北市,121.5336,25.1639
433,長坑國小,81AH60,新北市,121.3823,25.1285
434,五堵,01B030,基隆市,121.6867,25.0808
435,萬里國小,81AH50,新北市,121.6812,25.1776
436,中正橋,01A410,臺北市,121.5097,25.0214
437,坪林,01A170,新北市,121.707,24.937
438,坪頂,81K580,雲林縣,120.6309,23.7556
439,福山,01A430,新北市,121.4817,24.7789
440,松鶴,81F0B0,臺中市,120.9776,24.1788
441,大豹,01A210,新北市,121.4164,24.8861
442,石門後池,01C400,桃園市,121.2361,24.8192
443,豐山,81M020,嘉義縣,120.7367,23.5921
444,雙溪,A1AB80,臺北市,121.5612,25.1154
445,奇岩,A1AB70,臺北市,121.4949,25.1257
446,大興,81T9K0,花蓮縣,121.3701,23.6436
447,福德,A1AB60,臺北市,121.5207,25.1012
448,華山,81K570,雲林縣,120.5999,23.5953
449,建國,A1AB50,臺北市,121.5207,25.074
450,射馬干,81S930,臺東縣,121.0298,22.7268
451,玉成,A1AB40,臺北市,121.5743,25.054
452,鳳義坑,81T9J0,花蓮縣,121.418,23.7427
453,中洲,A1AB30,臺北市,121.4665,25.1071
454,大粗坑,81AI30,新北市,121.8307,25.0931
455,雙園,A1AB20,臺北市,121.4821,25.0321
456,豐丘,81I560,南投縣,120.8688,23.6698
457,埤腹,A1AB10,臺北市,121.5371,24.9882
458,郡坑,81I550,南投縣,120.862,23.7416
459,北政國中,A1AB00,臺北市,121.5693,24.9862
460,上安,81I540,南投縣,120.8685,23.7272
461,博嘉國小,A1AA90,臺北市,121.5671,25.004
462,神木,81I530,南投縣,120.8486,23.53
463,市政中心,A1AA80,臺北市,121.5482,25.0407
464,舊莊國小,A1AA70,臺北市,121.6112,25.0418
465,九份二山,81I520,南投縣,120.8462,23.9517
466,留公國中,A1AA60,臺北市,121.5774,25.039
467,平等,C0AH40,臺北市,121.5689,25.1309
468,東湖國小,A1AA50,臺北市,121.6068,25.071
469,花嶼,C0W130,澎湖縣,119.3147,23.4018
470,碧湖國小,A1AA40,臺北市,121.5835,25.0865
471,至善國中,A1AA30,臺北市,121.5474,25.1051
472,東莒,C0W110,連江縣,119.9724,25.9669
473,平等國小,A1AA20,臺北市,121.5682,25.131
474,雪山圈谷,C0F0A0,臺中市,121.2282,24.3904
475,格致國中,A1AA10,臺北市,121.5374,25.1332
476,雪山東峰,C0F9Z0,臺中市,121.2633,24.3906
477,三興國小,A1AA00,臺北市,121.5499,25.031
478,桃山,C0F9Y0,臺中市,121.2956,24.4345
479,中正國中,A1A9Z0,臺北市,121.5137,25.0335
480,墾雷,C0R620,屏東縣,120.8472,21.9027
481,民生國中,A1A9Y0,臺北市,121.5585,25.0615
482,福山植物,01U880,宜蘭縣,121.6047,24.7539
483,七股,C0X310,臺南市,120.0782,23.149
484,五分山,C0AH30,新北市,121.7726,25.073
485,太平國小,A1A9X0,臺北市,121.5035,25.0635
486,關山,C0S890,臺東縣,121.1669,23.0413
487,陽明高中,A1A9W0,臺北市,121.5085,25.0943
488,觀霧2,C0E860,苗栗縣,121.0614,24.4985
489,萬大林道,C0I490,南投縣,121.0833,23.93
490,梅峰,C0I480,南投縣,121.1654,24.0871
491,北投國小,A1A9V0,臺北市,121.4907,25.1357
492,杉林溪,C1I470,南投縣,120.7783,23.6413
493,棋山,C0K560,雲林縣,120.5953,23.6882
494,鹿寮,C0X300,臺南市,120.4692,23.3878
495,桃源國中,A1A9U0,臺北市,121.4687,25.1362
496,山美,C0M830,嘉義縣,120.6601,23.3856
497,大屯國小,A1A9T0,臺北市,121.4957,25.1568
498,達邦,C0M820,嘉義縣,120.7414,23.4558
499,里佳,C0M810,嘉義縣,120.7085,23.3909
500,湖田國小,A1A9S0,臺北市,121.5307,25.1704
501,茶山,C0M800,嘉義縣,120.6567,23.3008
502,蔦松,C0K550,雲林縣,120.2216,23.5161
503,神岡,C0F9I0,臺中市,120.6503,24.2742
504,口湖,C1K540,雲林縣,120.1724,23.5871
505,線浸林道,C1I510,南投縣,120.8248,23.7633
506,望鄉山,C1I450,南投縣,120.9362,23.596
507,大屯山,C0AC40,臺北市,121.5142,25.1773
508,南投,C0I460,南投縣,120.6873,23.9115
509,南澳,C0U770,宜蘭縣,121.802,24.4512
510,左營,C0V810,高雄市,120.2769,22.6767
511,信義,C0I080,南投縣,120.8428,23.6914
512,埔里,C0H890,南投縣,120.9443,23.9739
513,東澳,C0U760,宜蘭縣,121.8249,24.5237
514,崙背,C0K250,雲林縣,120.3108,23.7575
515,嘉義梅山,C0M770,嘉義縣,120.5475,23.5871
516,和中,C0T9D0,花蓮縣,121.7333,24.2681
517,新港,C0M790,嘉義縣,120.3376,23.555
518,富世,C0T9C0,花蓮縣,121.6219,24.1497
519,六腳,C0M740,嘉義縣,120.2825,23.4946
520,鹿草,C0M780,嘉義縣,120.3002,23.4131
521,布袋,C0M750,嘉義縣,120.1597,23.3826
522,水璉,C0T9F0,花蓮縣,121.5342,23.7989
523,元長,C0K500,雲林縣,120.3069,23.6515
524,水林,C0K510,雲林縣,120.2378,23.5747
525,臺西,C0K530,雲林縣,120.1894,23.7033
526,豐濱,C0T9I0,花蓮縣,121.5062,23.5859
527,竹塘,C0G750,彰化縣,120.3743,23.8484
528,莿桐,C0K480,雲林縣,120.4942,23.7629
529,加路蘭山,C0T9H0,花蓮縣,121.5189,23.6842
530,大埤,C0K450,雲林縣,120.4234,23.6478
531,大坑,C0T9E0,花蓮縣,121.5738,23.8824
532,民雄,C0M760,嘉義縣,120.4203,23.5535
533,雲林東勢,C0K520,雲林縣,120.2447,23.6767
534,古坑,C0K490,雲林縣,120.5516,23.6561
535,鳳林山,C0T9G0,花蓮縣,121.412,23.7371
536,大城,C0G740,彰化縣,120.3128,23.8542
537,林內,C0K470,雲林縣,120.6015,23.7504
538,太保,C0M680,嘉義縣,120.3233,23.4568
539,金峰,C1S820,臺東縣,120.9252,22.5928
540,北港,C0K410,雲林縣,120.2837,23.5758
541,朴子,C0M650,嘉義縣,120.2309,23.4364
542,南田,C0S840,臺東縣,120.8819,22.2919
543,斗六,C0K400,雲林縣,120.533,23.7223
544,斗南,C0K460,雲林縣,120.4702,23.6805
545,華源,C1S800,臺東縣,121.0156,22.6597
546,溪州,C0G720,彰化縣,120.4909,23.8533
547,關子嶺,C0X240,臺南市,120.4999,23.3329
548,柳營,C0X270,臺南市,120.3655,23.259
549,嘉義市東,C0M730,嘉義市,120.4524,23.4594
550,龜山島,C0U750,宜蘭縣,121.9449,24.8434
551,瑞里,C1M620,嘉義縣,120.667,23.5469
552,水上,C0M690,嘉義縣,120.3808,23.4215
553,東石,C0M710,嘉義縣,120.1457,23.4607
554,石磐龍,C1M610,嘉義縣,120.655,23.4981
555,大林,C0M670,嘉義縣,120.4503,23.6024
556,土庫,C0K390,雲林縣,120.3874,23.6808
557,西螺,C0K420,雲林縣,120.4593,23.8022
558,後壁,C0X260,臺南市,120.3542,23.3681
559,頭凍,C1M600,嘉義縣,120.5953,23.4081
560,學甲,C0X220,臺南市,120.1741,23.2321
561,鹽水,C0X230,臺南市,120.2395,23.2743
562,中埔,C0M640,嘉義縣,120.5148,23.4271
563,新興橋,C1I340,南投縣,120.8597,23.5658
564,竹崎,C0M700,嘉義縣,120.5474,23.5279
565,二崙,C0K440,雲林縣,120.4008,23.7746
566,溪口,C0M660,嘉義縣,120.3954,23.6059
567,楓樹林,C1I330,南投縣,121.0681,23.9886
568,褒忠,C0K430,雲林縣,120.2955,23.6927
569,將軍,C0X280,臺南市,120.1277,23.2167
570,新營,C0X250,臺南市,120.3086,23.3124
571,奧萬大,C1I320,南投縣,121.1704,23.9547
572,番路,C0M720,嘉義縣,120.546,23.4664
573,白河,C0X210,臺南市,120.4063,23.3492
574,二林,C0G730,彰化縣,120.3679,23.9051
575,西巒,C1I310,南投縣,120.8756,23.7564
576,名間,C0I410,南投縣,120.6933,23.8388
577,集集,C0I380,南投縣,120.7933,23.83
578,水里,C0I360,南投縣,120.8417,23.8143
579,豐丘,C1I290,南投縣,120.8789,23.67
580,仁愛,C0I390,南投縣,121.1241,24.0239
581,翠華,C1I430,南投縣,121.2161,24.1937
582,國姓,C0I420,南投縣,120.8469,24.0396
583,魚池,C0I370,南投縣,120.9332,23.8975
584,埔中,C1I280,南投縣,120.6347,23.8225
585,凌霄,C1I400,南投縣,120.9963,24.0206
586,膽曼,81S910,臺東縣,121.4047,23.2267
587,北坑,C1I260,南投縣,120.9989,23.9264
588,加拿國小,81S900,臺東縣,121.1229,23.0028
589,初鹿國中,81S890,臺東縣,121.0843,22.8517
590,愛國埔分,81S880,臺東縣,120.9147,22.4595
591,鯉潭,C1I250,南投縣,120.9831,23.9639
592,丹路國小,81R650,屏東縣,120.7433,22.2051
593,佳義國小,81R640,屏東縣,120.6229,22.6549
594,建山國小,81V820,高雄市,120.6748,23.1072
595,崁頭山,81O960,臺南市,120.4935,23.2696
596,外大坪,C1I240,南投縣,120.9097,23.9606
597,新美國小,81M670,嘉義縣,120.675,23.3396
598,樟湖,C1I220,南投縣,120.8392,23.9069
599,阿里山國,81M660,嘉義縣,120.6936,23.4708
600,蘆竹湳,C1I211,南投縣,120.8039,23.9358
601,和中,88T830,花蓮縣,121.7336,24.2726
602,林口(1),01A160,新北市,121.3686,25.079
603,中心崙,C1I201,南投縣,120.7042,23.7303
604,烏石坑,C1F9H1,臺中市,120.9375,24.2808
605,慶福山,C1F9G1,臺中市,120.8397,24.1828
606,員山子,NUP810,新北市,121.8148,25.1082
607,龍壽社區,01C570,桃園市,121.3798,25.0118
608,復興國小,NUP490,基隆市,121.6578,25.019
609,泰安,C1E721,苗栗縣,120.9594,24.4906
610,平溪旅遊,NUP460,新北市,121.7738,25.0484
611,馬拉邦山,C1E711,苗栗縣,120.8933,24.3692
612,新竹市東,C0D660,新竹市,120.9787,24.8004
613,東華,C0Z100,花蓮縣,121.5417,23.8971
614,永和,C0AH10,新北市,121.4999,25.013
615,八卦,C1E701,苗栗縣,120.9194,24.4936
616,湖口,C0D650,新竹縣,121.0354,24.9066
617,楊梅,C0C660,桃園市,121.1348,24.9141
618,六龜,C0V800,高雄市,120.6255,22.9998
619,南勢山,C1E681,苗栗縣,120.9156,24.4236
620,萬山,C0V790,高雄市,120.68,22.9077
621,舊泰武,C0R600,屏東縣,120.6569,22.59
622,西大武山,C1R610,屏東縣,120.7241,22.6195
623,多納林道,C1V780,高雄市,120.7299,22.8898
624,伯公龍,C1F9F1,臺中市,120.8411,24.2742
625,鳳森,C0V450,高雄市,120.3845,22.5469
626,新圍,C0R160,屏東縣,120.5227,22.7413
627,屏東,C0R170,屏東縣,120.4836,22.6619
628,來義,C0R240,屏東縣,120.6171,22.5291
629,龍安,C1F9E1,臺中市,120.8239,24.1619
630,春日,C0R260,屏東縣,120.6203,22.3722
631,內門,C0V360,高雄市,120.4583,22.9769
632,阿公店,C0V400,高雄市,120.3474,22.8059
633,白毛台,C1F9D1,臺中市,120.8789,24.16
634,溪埔,C0V350,高雄市,120.4386,22.7403
635,白冷,C1F9C1,臺中市,120.9217,24.1844
636,瑪家,C0R140,屏東縣,120.6789,22.6847
637,阿禮,C0R130,屏東縣,120.7356,22.7444
638,桐林,C1F9B1,臺中市,120.7272,24.0681
639,大內,C0O860,臺南市,120.3528,23.1206
640,復興,C0V210,高雄市,120.7978,23.2242
641,月眉,C0V260,高雄市,120.5318,22.9728
642,清水林,C1F9J1,臺中市,120.8122,24.0733
643,北寮,C0O830,臺南市,120.4869,23.0816
644,新市,C0O980,臺南市,120.2904,23.0636
645,南礦,C1E670,苗栗縣,120.9947,24.5403
646,水源,C0T9B0,花蓮縣,121.5292,23.9936
647,安南,C0O950,臺南市,120.1367,23.0783
648,月眉山,C0T9A0,花蓮縣,121.5317,23.8117
649,阿蓮,C0V530,高雄市,120.3195,22.8849
650,崎頂,C0O960,臺南市,120.3612,22.9613
651,媽廟,C0O990,臺南市,120.2854,22.9935
652,虎頭埤,C0O970,臺南市,120.3398,23.0231
653,大禹嶺,C0T790,花蓮縣,121.3078,24.1879
654,鳳山,C0V440,高雄市,120.3481,22.6486
655,四十份,C1A9N0,新北市,121.585,24.9358
656,赤山,C0R190,屏東縣,120.6063,22.5941
657,佳冬,C0R540,屏東縣,120.5442,22.4212
658,林邊,C0R530,屏東縣,120.5021,22.4327
659,三峽,C0AC60,新北市,121.3615,24.9408
660,新埤,C0R550,屏東縣,120.5748,22.4698
661,崁頂,C0R520,屏東縣,120.499,22.5166
662,新園,C0R560,屏東縣,120.4535,22.5452
663,汐止,C0AH00,新北市,121.6506,25.0687
664,竹田,C0R500,屏東縣,120.5359,22.5866
665,泰平,C0A550,新北市,121.8153,24.9731
666,萬丹,C0R510,屏東縣,120.4824,22.5896
667,長治,C0R480,屏東縣,120.5346,22.6948
668,高樹,C0R470,屏東縣,120.5927,22.8282
669,四堵,C0A540,新北市,121.7375,24.8944
670,九如,C0R490,屏東縣,120.4825,22.7423
671,林園,C0V720,高雄市,120.3866,22.5096
672,苓雅,C0V710,高雄市,120.3226,22.6245
673,坪林,C0A530,新北市,121.7015,24.94
674,三民,C0V700,高雄市,120.3033,22.6469
675,鼓山,C0V690,高雄市,120.2675,22.6251
676,石門山,C1R290,屏東縣,120.7417,22.1167
677,楠梓,C0V670,高雄市,120.2779,22.7215
678,仁武,C0V680,高雄市,120.3397,22.7029
679,牡丹池山,C0R420,屏東縣,120.8325,22.1696
680,梓官,C0V610,高雄市,120.2593,22.7624
681,彌陀,C0V650,高雄市,120.2383,22.7856
682,岡山,C0V660,高雄市,120.2869,22.7988
683,永安,C0V620,高雄市,120.2288,22.8249
684,三重,C0A9I1,新北市,121.4813,25.0585
685,湖內,C0V640,高雄市,120.2364,22.8889
686,茄萣,C0V630,高雄市,120.1746,22.9084
687,安平,C0X190,臺南市,120.1441,22.995
688,臺南市北,C0X100,臺南市,120.1863,23.0122
689,信義,C0AC70,臺北市,121.5564,25.0396
690,臺南市南,C0X110,臺南市,120.1804,22.963
691,關廟,C0X170,臺南市,120.3197,22.9649
692,南港,C0A9G0,臺北市,121.5947,25.0575
693,仁德,C0X160,臺南市,120.2498,22.9701
694,山上,C0X180,臺南市,120.3552,23.0774
695,安定,C0X150,臺南市,120.22,23.1044
696,內湖,C0A9F0,臺北市,121.5672,25.0812
697,西港,C0X140,臺南市,120.1951,23.1274
698,官田,C0X130,臺南市,120.3075,23.195
699,士林,C0A9E0,臺北市,121.4948,25.092
700,麻豆,C0X120,臺南市,120.2405,23.1851
701,南州,C0R580,屏東縣,120.4947,22.4877
702,麟洛,C0R570,屏東縣,120.5191,22.6526
703,天母,C0A9C0,臺北市,121.5289,25.1193
704,大寮,C0V730,高雄市,120.3877,22.6074
705,大社,C0V770,高雄市,120.3386,22.7319
706,橋頭,C0V760,高雄市,120.2977,22.7596
707,石牌,C0A9B0,臺北市,121.5059,25.1176
708,路竹,C0V750,高雄市,120.2514,22.8566
709,旗山,C0V740,高雄市,120.4755,22.8904
710,左鎮,C0X200,臺南市,120.4004,23.0585
711,大直,C0A9A0,臺北市,121.5347,25.0797
712,吉東,C1V570,高雄市,120.5373,22.856
713,溪南(特),C1V580,高雄市,120.7804,23.0868
714,社子,C0A980,臺北市,121.4614,25.1114
715,楓港,C0R400,屏東縣,120.6847,22.1917
716,藤枝,C1V600,高雄市,120.7489,23.0738
717,新發,C1V590,高雄市,120.638,23.0588
718,南豐,88H890,南投縣,121.0805,24.0191
719,大鳥,88S670,臺東縣,120.9024,22.3916
720,枋寮,C0R380,屏東縣,120.5816,22.3712
721,來義,88R460,屏東縣,120.6681,22.5277
722,集來,88V560,高雄市,120.5848,23.0304
723,羌黃坑,88O950,臺南市,120.5289,23.0739
724,墾丁,C0R360,屏東縣,120.7942,21.9478
725,大漢山,C1R440,屏東縣,120.7451,22.4059
726,豐南,C1S850,花蓮縣,121.2543,23.124
727,富源,C0Z080,花蓮縣,121.3704,23.5898
728,琉球嶼,C0R270,屏東縣,120.3542,22.334
729,三棧,C1Z090,花蓮縣,121.597,24.1188
730,貓鼻頭,C0R350,屏東縣,120.7278,21.9236
731,枋山,C1R330,屏東縣,120.6531,22.2486
732,南美山,C1S870,臺東縣,121.3743,23.1521
733,車城,C1R320,屏東縣,120.7081,22.0758
734,利嘉,C1S860,臺東縣,121.0424,22.8111
735,新社,C0F9V0,臺中市,120.8075,24.2016
736,壽卡,C1S880,臺東縣,120.8509,22.2406
737,龍井,C0F9R0,臺中市,120.5208,24.1863
738,旭海,C1R300,屏東縣,120.8796,22.1964
739,檳榔,C0R280,屏東縣,120.8288,22.0779
740,外埔,C0F9Q0,臺中市,120.6975,24.3496
741,力里,C1R250,屏東縣,120.6212,22.4298
742,清水,C0F9P0,臺中市,120.5541,24.314
743,舞鶴,C0Z070,花蓮縣,121.3658,23.4697
744,潭子,C0F9O0,臺中市,120.6958,24.2148
745,豐原,C0F9M0,臺中市,120.7123,24.2563
746,大溪山,C0S770,臺東縣,120.9353,22.48
747,后里,C0F9L0,臺中市,120.7215,24.3121
748,玉里,C0Z061,花蓮縣,121.3316,23.3233
749,大安,C0F9K0,臺中市,120.58,24.3474
750,南屯,C0F9U0,臺中市,120.6301,24.1389
751,佳心,C0Z050,花蓮縣,121.205,23.3469
752,西屯,C0F9T0,臺中市,120.6329,24.182
753,向陽,C0S750,臺東縣,120.9781,23.25
754,烏日,C0F9S0,臺中市,120.6159,24.1088
755,池上,C0S740,臺東縣,121.2017,23.1214
756,大里,C0F9N0,臺中市,120.6922,24.0944
757,綠島,C0S730,臺東縣,121.4673,22.669
758,德基,C1F9W0,臺中市,121.182,24.2567
759,伸港,C0G890,彰化縣,120.4762,24.1505
760,靜浦,C0T9M0,花蓮縣,121.4867,23.4569
761,芳苑,C0G870,彰化縣,120.3119,23.924
762,二水,C0G880,彰化縣,120.609,23.8128
763,鹿野,C0S710,臺東縣,121.1149,22.9195
764,社頭,C0G860,彰化縣,120.5781,23.8994
765,知本,C0S700,臺東縣,120.9976,22.6867
766,田中,C0G850,彰化縣,120.5804,23.8587
767,太麻里,C0S690,臺東縣,120.9773,22.6108
768,北斗,C0G840,彰化縣,120.5065,23.8792
769,埤頭,C0G830,彰化縣,120.4447,23.8678
770,摩天,C1S670,臺東縣,121.0192,23.2011
771,田尾,C0G820,彰化縣,120.5014,23.9034
772,埔心,C0G810,彰化縣,120.5176,23.9487
773,立山,C1Z040,花蓮縣,121.3192,23.445
774,埔鹽,C0G800,彰化縣,120.4236,24.0022
775,紅葉,C1Z030,花蓮縣,121.3306,23.495
776,花壇,C0G790,彰化縣,120.5441,24.0178
777,明里,C0Z020,花蓮縣,121.2542,23.2106
778,秀水,C0G780,彰化縣,120.4957,24.0359
779,卓樂,C1Z010,花蓮縣,121.2636,23.2989
780,福興,C0G770,彰化縣,120.4295,24.043
781,高寮,C1T990,花蓮縣,121.3486,23.3961
